year,coo_name,coo,coo_iso,coa_name,coa,coa_iso,refugees,asylum_seekers,returned_refugees,idps,returned_idps,stateless,ooc,oip,hst
2017,Afghanistan,AFG,AFG,Afghanistan,AFG,AFG,0,0,0,1837079,32649,0,448032,,0
2017,Iran (Islamic Rep. of),IRN,IRN,Afghanistan,AFG,AFG,34,5,0,0,0,0,0,,0
2017,Pakistan,PAK,PAK,Afghanistan,AFG,AFG,75893,101,5,0,0,0,0,,0
2017,Tajikistan,TJK,TJK,Afghanistan,AFG,AFG,0,7,0,0,0,0,0,,0
2017,Türkiye,TUR,TUR,Afghanistan,AFG,AFG,0,102,0,0,0,0,0,,0
2017,Egypt,ARE,EGY,Albania,ALB,ALB,5,0,0,0,0,0,0,,0
2017,China,CHI,CHN,Albania,ALB,ALB,12,0,0,0,0,0,0,,0
2017,Dem. Rep. of the Congo,COD,COD,Albania,ALB,ALB,5,0,0,0,0,0,0,,0
2017,Palestinian,GAZ,PSE,Albania,ALB,ALB,5,0,0,0,0,0,0,,0
2017,Iran (Islamic Rep. of),IRN,IRN,Albania,ALB,ALB,12,5,0,0,0,0,2719,,0
2017,Iraq,IRQ,IRQ,Albania,ALB,ALB,5,0,0,0,0,0,0,,0
2017,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,Albania,ALB,ALB,60,5,0,0,0,0,0,,0
2017,Syrian Arab Rep.,SYR,SYR,Albania,ALB,ALB,5,22,0,0,0,0,0,,0
2017,Türkiye,TUR,TUR,Albania,ALB,ALB,5,0,0,0,0,0,0,,0
2017,Uzbekistan,UZB,UZB,Albania,ALB,ALB,5,0,0,0,0,0,0,,0
2017,Venezuela (Bolivarian Republic of),VEN,VEN,Albania,ALB,ALB,5,0,0,0,0,0,0,,0
2017,Stateless,STA,XXA,Albania,ALB,ALB,0,0,0,0,0,4460,0,,0
2017,Central African Rep.,CAR,CAF,Algeria,ALG,DZA,43,27,0,0,0,0,0,,0
2017,Chad,CHD,TCD,Algeria,ALG,DZA,0,5,0,0,0,0,0,,0
2017,Cameroon,CMR,CMR,Algeria,ALG,DZA,16,31,0,0,0,0,0,,0
2017,Congo,COB,COG,Algeria,ALG,DZA,0,5,0,0,0,0,0,,0
2017,Dem. Rep. of the Congo,COD,COD,Algeria,ALG,DZA,47,76,0,0,0,0,0,,0
2017,Palestinian,GAZ,PSE,Algeria,ALG,DZA,4014,85,0,0,0,0,0,,0
2017,Guinea,GUI,GIN,Algeria,ALG,DZA,5,24,0,0,0,0,0,,0
2017,Cote d'Ivoire,ICO,CIV,Algeria,ALG,DZA,39,53,0,0,0,0,0,,0
2017,Iraq,IRQ,IRQ,Algeria,ALG,DZA,13,5,0,0,0,0,0,,0
2017,Libya,LBY,LBY,Algeria,ALG,DZA,19,8,0,0,0,0,0,,0
2017,Lebanon,LEB,LBN,Algeria,ALG,DZA,0,5,0,0,0,0,0,,0
2017,Mali,MLI,MLI,Algeria,ALG,DZA,34,37,259,0,0,0,0,,0
2017,Nigeria,NIG,NGA,Algeria,ALG,DZA,0,5,0,0,0,0,0,,0
2017,Sudan,SUD,SDN,Algeria,ALG,DZA,0,6,0,0,0,0,0,,0
2017,Syrian Arab Rep.,SYR,SYR,Algeria,ALG,DZA,8,5821,0,0,0,0,0,,0
2017,Togo,TOG,TGO,Algeria,ALG,DZA,5,0,0,0,0,0,0,,0
2017,Tunisia,TUN,TUN,Algeria,ALG,DZA,0,5,0,0,0,0,0,,0
2017,Western Sahara,WSH,ESH,Algeria,ALG,DZA,90000,0,0,0,0,0,0,,0
2017,Yemen,YEM,YEM,Algeria,ALG,DZA,5,155,0,0,0,0,0,,0
2017,Burundi,BDI,BDI,Angola,ANG,AGO,9,94,0,0,0,0,0,,0
2017,Central African Rep.,CAR,CAF,Angola,ANG,AGO,9,76,0,0,0,0,0,,0
2017,Chad,CHD,TCD,Angola,ANG,AGO,184,780,0,0,0,0,0,,0
2017,Congo,COB,COG,Angola,ANG,AGO,5,58,0,0,0,0,0,,0
2017,Dem. Rep. of the Congo,COD,COD,Angola,ANG,AGO,38516,500,0,0,0,0,0,,0
2017,Eritrea,ERT,ERI,Angola,ANG,AGO,34,1767,0,0,0,0,0,,0
2017,Ethiopia,ETH,ETH,Angola,ANG,AGO,0,57,0,0,0,0,0,,0
2017,Guinea-Bissau,GNB,GNB,Angola,ANG,AGO,0,268,0,0,0,0,0,,0
2017,Guinea,GUI,GIN,Angola,ANG,AGO,107,9145,0,0,0,0,0,,0
2017,Cote d'Ivoire,ICO,CIV,Angola,ANG,AGO,510,5938,0,0,0,0,0,,0
2017,Liberia,LBR,LBR,Angola,ANG,AGO,155,478,0,0,0,0,0,,0
2017,Mauritania,MAU,MRT,Angola,ANG,AGO,306,5403,0,0,0,0,0,,0
2017,Rwanda,RWA,RWA,Angola,ANG,AGO,273,67,0,0,0,0,0,,0
2017,Sierra Leone,SLE,SLE,Angola,ANG,AGO,374,1497,0,0,0,0,0,,0
2017,Somalia,SOM,SOM,Angola,ANG,AGO,288,1731,0,0,0,0,0,,0
2017,Sudan,SUD,SDN,Angola,ANG,AGO,313,1670,0,0,0,0,0,,0
2017,United Rep. of Tanzania,TAN,TZA,Angola,ANG,AGO,5,0,0,0,0,0,0,,0
2017,Uganda,UGA,UGA,Angola,ANG,AGO,6,6,0,0,0,0,0,,0
2017,Western Sahara,WSH,ESH,Angola,ANG,AGO,18,596,0,0,0,0,0,,0
2017,Zambia,ZAM,ZMB,Angola,ANG,AGO,7,0,0,0,0,0,0,,0
2017,Afghanistan,AFG,AFG,Egypt,ARE,EGY,17,22,0,0,0,0,0,,0
2017,Burundi,BDI,BDI,Egypt,ARE,EGY,24,31,0,0,0,0,0,,0
2017,Benin,BEN,BEN,Egypt,ARE,EGY,0,5,0,0,0,0,0,,0
2017,Bangladesh,BGD,BGD,Egypt,ARE,EGY,0,5,0,0,0,0,0,,0
2017,Central African Rep.,CAR,CAF,Egypt,ARE,EGY,17,16,0,0,0,0,0,,0
2017,Chad,CHD,TCD,Egypt,ARE,EGY,46,35,0,0,0,0,0,,0
2017,China,CHI,CHN,Egypt,ARE,EGY,0,42,0,0,0,0,0,,0
2017,Cameroon,CMR,CMR,Egypt,ARE,EGY,5,27,0,0,0,0,0,,0
2017,Congo,COB,COG,Egypt,ARE,EGY,5,19,0,0,0,0,0,,0
2017,Dem. Rep. of the Congo,COD,COD,Egypt,ARE,EGY,40,19,0,0,0,0,0,,0
2017,Djibouti,DJB,DJI,Egypt,ARE,EGY,5,13,0,0,0,0,0,,0
2017,Eritrea,ERT,ERI,Egypt,ARE,EGY,2727,9966,0,0,0,0,0,,0
2017,Ethiopia,ETH,ETH,Egypt,ARE,EGY,2676,11776,0,0,0,0,0,,0
2017,Palestinian,GAZ,PSE,Egypt,ARE,EGY,70018,0,0,0,0,0,0,,0
2017,Ghana,GHA,GHA,Egypt,ARE,EGY,0,10,0,0,0,0,0,,0
2017,Guinea,GUI,GIN,Egypt,ARE,EGY,5,15,0,0,0,0,0,,0
2017,Cote d'Ivoire,ICO,CIV,Egypt,ARE,EGY,113,5,11,0,0,0,0,,0
2017,India,IND,IND,Egypt,ARE,EGY,0,5,0,0,0,0,0,,0
2017,Iraq,IRQ,IRQ,Egypt,ARE,EGY,4275,2388,5,0,0,0,0,,0
2017,Jordan,JOR,JOR,Egypt,ARE,EGY,0,13,0,0,0,0,0,,0
2017,Kenya,KEN,KEN,Egypt,ARE,EGY,6,5,0,0,0,0,0,,0
2017,Liberia,LBR,LBR,Egypt,ARE,EGY,0,13,0,0,0,0,0,,0
2017,Mali,MLI,MLI,Egypt,ARE,EGY,9,5,0,0,0,0,0,,0
2017,Myanmar,MYA,MMR,Egypt,ARE,EGY,5,0,0,0,0,0,0,,0
2017,Niger,NGR,NER,Egypt,ARE,EGY,0,5,0,0,0,0,0,,0
2017,Nigeria,NIG,NGA,Egypt,ARE,EGY,17,335,0,0,0,0,0,,0
2017,Russian Federation,RUS,RUS,Egypt,ARE,EGY,18,47,0,0,0,0,0,,0
2017,Saudi Arabia,SAU,SAU,Egypt,ARE,EGY,0,6,0,0,0,0,0,,0
2017,Sierra Leone,SLE,SLE,Egypt,ARE,EGY,5,10,0,0,0,0,0,,0
2017,Somalia,SOM,SOM,Egypt,ARE,EGY,3252,3395,0,0,0,0,0,,0
2017,Sudan,SUD,SDN,Egypt,ARE,EGY,17298,18439,5,0,0,0,0,,0
2017,South Sudan,SSD,SSD,Egypt,ARE,EGY,5247,4828,0,0,0,0,0,,0
2017,Syrian Arab Rep.,SYR,SYR,Egypt,ARE,EGY,126688,0,205,0,0,0,0,,0
2017,Tajikistan,TJK,TJK,Egypt,ARE,EGY,12,29,0,0,0,0,0,,0
2017,Turkmenistan,TKM,TKM,Egypt,ARE,EGY,5,0,0,0,0,0,0,,0
2017,Türkiye,TUR,TUR,Egypt,ARE,EGY,0,387,0,0,0,0,0,,0
2017,Uganda,UGA,UGA,Egypt,ARE,EGY,10,16,0,0,0,0,0,,0
2017,Uzbekistan,UZB,UZB,Egypt,ARE,EGY,0,73,0,0,0,0,0,,0
2017,Yemen,YEM,YEM,Egypt,ARE,EGY,85,4500,0,0,0,0,0,,0
2017,Zimbabwe,ZIM,ZWE,Egypt,ARE,EGY,12,47,0,0,0,0,0,,0
2017,Stateless,STA,XXA,Egypt,ARE,EGY,5,0,0,0,0,0,0,,0
2017,Unknown,UKN,UNK,Egypt,ARE,EGY,0,5,0,0,0,0,0,,0
2017,Afghanistan,AFG,AFG,Argentina,ARG,ARG,5,9,0,0,0,0,0,,0
2017,Albania,ALB,ALB,Argentina,ARG,ARG,18,0,0,0,0,0,0,,0
2017,Algeria,ALG,DZA,Argentina,ARG,ARG,30,5,0,0,0,0,0,,0
2017,Angola,ANG,AGO,Argentina,ARG,ARG,14,11,0,0,0,0,0,,0
2017,Egypt,ARE,EGY,Argentina,ARG,ARG,5,5,0,0,0,0,0,,0
2017,Armenia,ARM,ARM,Argentina,ARG,ARG,78,180,0,0,0,0,0,,0
2017,Burundi,BDI,BDI,Argentina,ARG,ARG,5,0,0,0,0,0,0,,0
2017,Bangladesh,BGD,BGD,Argentina,ARG,ARG,5,57,0,0,0,0,0,,0
2017,Bolivia (Plurinational State of),BOL,BOL,Argentina,ARG,ARG,5,5,0,0,0,0,0,,0
2017,Brazil,BRA,BRA,Argentina,ARG,ARG,0,6,0,0,0,0,0,,0
2017,Bosnia and Herzegovina,BSN,BIH,Argentina,ARG,ARG,6,0,0,0,0,0,0,,0
2017,China,CHI,CHN,Argentina,ARG,ARG,0,60,0,0,0,0,0,,0
2017,Chile,CHL,CHL,Argentina,ARG,ARG,33,5,0,0,0,0,0,,0
2017,Cameroon,CMR,CMR,Argentina,ARG,ARG,6,31,0,0,0,0,0,,0
2017,Dem. Rep. of the Congo,COD,COD,Argentina,ARG,ARG,22,23,0,0,0,0,0,,0
2017,Colombia,COL,COL,Argentina,ARG,ARG,544,188,0,0,0,0,0,,0
2017,Costa Rica,COS,CRI,Argentina,ARG,ARG,5,0,0,0,0,0,0,,0
2017,Cuba,CUB,CUB,Argentina,ARG,ARG,255,583,0,0,0,0,0,,0
2017,Dominican Rep.,DOM,DOM,Argentina,ARG,ARG,0,283,0,0,0,0,0,,0
2017,Ecuador,ECU,ECU,Argentina,ARG,ARG,17,5,0,0,0,0,0,,0
2017,Ethiopia,ETH,ETH,Argentina,ARG,ARG,5,0,0,0,0,0,0,,0
2017,Gambia,GAM,GMB,Argentina,ARG,ARG,0,10,0,0,0,0,0,,0
2017,Palestinian,GAZ,PSE,Argentina,ARG,ARG,10,9,0,0,0,0,0,,0
2017,Georgia,GEO,GEO,Argentina,ARG,ARG,5,0,0,0,0,0,0,,0
2017,Germany,GFR,DEU,Argentina,ARG,ARG,0,5,0,0,0,0,0,,0
2017,Ghana,GHA,GHA,Argentina,ARG,ARG,38,117,0,0,0,0,0,,0
